201	127
201.1	127
201.2	127
201.3	127.01
201.4	127.02
201.5	127.03
201.6	127.05
201.7	127.08
201.8	127.11
201.9	127.16
202	127.21
202.1	127.27
202.2	127.35
202.3	127.43
202.4	127.52
202.5	127.62
202.6	127.73
202.7	127.86
202.8	127.99
202.9	128.13
203	128.28
203.1	128.44
203.2	128.61
203.3	128.78
203.4	128.97
203.5	129.16
203.6	129.36
203.7	129.57
203.8	129.78
203.9	130
204	130.22
204.1	130.45
204.2	130.69
204.3	130.92
204.4	131.17
204.5	131.41
204.6	131.66
204.7	131.91
204.8	132.16
204.9	132.41
205	132.67
205.1	132.92
205.2	133.18
205.3	133.43
205.4	133.69
205.5	133.94
205.6	134.2
205.7	134.45
205.8	134.7
205.9	134.95
206	135.2
206.1	135.45
206.2	135.69
206.3	135.94
206.4	136.18
206.5	136.42
206.6	136.65
206.7	136.89
206.8	137.12
206.9	137.34
207	137.57
207.1	137.79
207.2	138.01
207.3	138.23
207.4	138.44
207.5	138.65
207.6	138.86
207.7	139.07
207.8	139.27
207.9	139.48
208	139.67
208.1	139.87
208.2	140.07
208.3	140.26
208.4	140.45
208.5	140.64
208.6	140.82
208.7	141.01
208.8	141.19
208.9	141.37
209	141.55
209.1	141.73
209.2	141.91
209.3	142.08
209.4	142.26
209.5	142.43
209.6	142.6
209.7	142.77
209.8	142.94
209.9	143.12
210	143.28
210.1	143.45
210.2	143.62
210.3	143.79
210.4	143.96
210.5	144.13
210.6	144.29
210.7	144.46
210.8	144.63
210.9	144.8
211	144.96
211.1	145.13
211.2	145.3
211.3	145.47
211.4	145.64
211.5	145.8
211.6	145.97
211.7	146.14
211.8	146.31
211.9	146.48
212	146.65
212.1	146.82
212.2	146.99
212.3	147.16
212.4	147.33
212.5	147.51
212.6	147.68
212.7	147.85
212.8	148.02
212.9	148.2
213	148.37
213.1	148.55
213.2	148.72
213.3	148.9
213.4	149.07
213.5	149.25
213.6	149.42
213.7	149.6
213.8	149.78
213.9	149.95
214	150.13
214.1	150.31
214.2	150.49
214.3	150.67
214.4	150.84
214.5	151.02
214.6	151.2
214.7	151.38
214.8	151.56
214.9	151.74
215	151.92
215.1	152.1
215.2	152.28
215.3	152.46
215.4	152.64
215.5	152.82
215.6	153
215.7	153.18
215.8	153.36
215.9	153.54
216	153.72
216.1	153.9
216.2	154.08
216.3	154.26
216.4	154.44
216.5	154.62
216.6	154.8
216.7	154.98
216.8	155.16
216.9	155.34
217	155.52
217.1	155.7
217.2	155.88
217.3	156.06
217.4	156.24
217.5	156.42
217.6	156.6
217.7	156.77
217.8	156.95
217.9	157.13
218	157.31
218.1	157.49
218.2	157.67
218.3	157.85
218.4	158.03
218.5	158.21
218.6	158.39
218.7	158.57
218.8	158.74
218.9	158.92
219	159.1
219.1	159.28
219.2	159.46
219.3	159.64
219.4	159.82
219.5	159.99
219.6	160.17
219.7	160.35
219.8	160.53
219.9	160.71
220	160.89
220.1	161.06
220.2	161.24
220.3	161.42
220.4	161.6
220.5	161.78
220.6	161.95
220.7	162.13
220.8	162.31
220.9	162.49
221	162.67
221.1	162.84
221.2	163.02
221.3	163.2
221.4	163.38
221.5	163.56
221.6	163.73
221.7	163.91
221.8	164.09
221.9	164.27
222	164.45
222.1	164.62
222.2	164.8
222.3	164.98
222.4	165.16
222.5	165.34
222.6	165.51
222.7	165.69
222.8	165.87
222.9	166.05
223	166.23
223.1	166.4
223.2	166.58
223.3	166.76
223.4	166.94
223.5	167.12
223.6	167.3
223.7	167.47
223.8	167.65
223.9	167.83
224	168.01
224.1	168.19
224.2	168.36
224.3	168.54
224.4	168.72
224.5	168.9
224.6	169.08
224.7	169.26
224.8	169.43
224.9	169.61
225	169.79
225.1	169.97
225.2	170.15
225.3	170.33
225.4	170.5
225.5	170.68
225.6	170.86
225.7	171.04
225.8	171.22
225.9	171.4
226	171.57
226.1	171.75
226.2	171.93
226.3	172.11
226.4	172.29
226.5	172.47
226.6	172.64
226.7	172.82
226.8	173
226.9	173.18
227	173.36
227.1	173.54
227.2	173.71
227.3	173.89
227.4	174.07
227.5	174.25
227.6	174.43
227.7	174.61
227.8	174.78
227.9	174.96
228	175.14
228.1	175.32
228.2	175.5
228.3	175.68
228.4	175.85
228.5	176.03
228.6	176.21
228.7	176.39
228.8	176.57
228.9	176.75
229	176.92
229.1	177.1
229.2	177.28
229.3	177.46
229.4	177.64
229.5	177.82
229.6	177.99
229.7	178.17
229.8	178.35
229.9	178.53
230	178.71
230.1	178.89
230.2	179.06
230.3	179.24
230.4	179.42
230.5	179.6
230.6	179.78
230.7	179.96
230.8	180.13
230.9	180.31
231	180.49
231.1	180.67
231.2	180.85
231.3	181.03
231.4	181.2
231.5	181.38
231.6	181.56
231.7	181.74
231.8	181.92
231.9	182.1
232	182.27
232.1	182.45
232.2	182.63
232.3	182.81
232.4	182.99
232.5	183.17
232.6	183.34
232.7	183.52
232.8	183.7
232.9	183.88
233	184.06
233.1	184.23
233.2	184.41
233.3	184.59
233.4	184.77
233.5	184.95
233.6	185.13
233.7	185.3
233.8	185.48
233.9	185.66
234	185.84
234.1	186.02
234.2	186.2
234.3	186.37
234.4	186.55
234.5	186.73
234.6	186.91
234.7	187.09
234.8	187.27
234.9	187.44
235	187.62
235.1	187.8
235.2	187.98
235.3	188.16
235.4	188.34
235.5	188.51
235.6	188.69
235.7	188.87
235.8	189.05
235.9	189.23
236	189.41
236.1	189.58
236.2	189.76
236.3	189.94
236.4	190.12
236.5	190.3
236.6	190.48
236.7	190.65
236.8	190.83
236.9	191.01
237	191.19
237.1	191.37
237.2	191.55
237.3	191.72
237.4	191.9
237.5	192.08
237.6	192.26
237.7	192.44
237.8	192.62
237.9	192.79
238	192.97
238.1	193.15
238.2	193.33
238.3	193.51
238.4	193.68
238.5	193.86
238.6	194.04
238.7	194.22
238.8	194.4
238.9	194.58
239	194.75
239.1	194.93
239.2	195.11
239.3	195.29
239.4	195.47
239.5	195.65
239.6	195.82
239.7	196
239.8	196.18
239.9	196.36
240	196.54
240.1	196.72
240.2	196.89
240.3	197.07
240.4	197.25
240.5	197.43
240.6	197.61
240.7	197.79
240.8	197.96
240.9	198.14
241	198.32
241.1	198.5
241.2	198.68
241.3	198.86
241.4	199.03
241.5	199.21
241.6	199.39
241.7	199.57
241.8	199.75
241.9	199.93
242	200.1
242.1	200.28
242.2	200.46
242.3	200.64
242.4	200.82
242.5	201
242.6	201.17
242.7	201.35
242.8	201.53
242.9	201.71
243	201.89
243.1	202.07
243.2	202.24
243.3	202.42
243.4	202.6
243.5	202.78
243.6	202.96
243.7	203.13
243.8	203.31
243.9	203.49
244	203.67
244.1	203.85
244.2	204.03
244.3	204.2
244.4	204.38
244.5	204.56
244.6	204.74
244.7	204.92
244.8	205.1
244.9	205.27
245	205.45
245.1	205.63
245.2	205.81
245.3	205.99
245.4	206.17
245.5	206.34
245.6	206.52
245.7	206.7
245.8	206.88
245.9	207.06
246	207.24
246.1	207.41
246.2	207.59
246.3	207.77
246.4	207.95
246.5	208.13
246.6	208.31
246.7	208.48
246.8	208.66
246.9	208.84
247	209.02
247.1	209.2
247.2	209.38
247.3	209.55
247.4	209.73
247.5	209.91
247.6	210.09
247.7	210.27
247.8	210.45
247.9	210.62
248	210.8
248.1	210.98
248.2	211.16
248.3	211.34
248.4	211.52
248.5	211.69
248.6	211.87
248.7	212.05
248.8	212.23
248.9	212.41
249	212.58
249.1	212.76
249.2	212.94
249.3	213.12
249.4	213.3
249.5	213.48
249.6	213.65
249.7	213.83
249.8	214.01
249.9	214.19
250	214.37
250.1	214.55
250.2	214.72
250.3	214.9
250.4	215.08
250.5	215.26
250.6	215.44
250.7	215.62
250.8	215.79
250.9	215.97
251	216.15
251.1	216.33
251.2	216.51
251.3	216.69
251.4	216.86
251.5	217.04
251.6	217.22
251.7	217.4
251.8	217.58
251.9	217.76
252	217.93
252.1	218.11
252.2	218.29
252.3	218.47
252.4	218.65
252.5	218.83
252.6	219
252.7	219.18
252.8	219.36
252.9	219.54
253	219.72
253.1	219.9
253.2	220.07
253.3	220.25
253.4	220.43
253.5	220.61
253.6	220.79
253.7	220.97
253.8	221.14
253.9	221.32
254	221.5
254.1	221.68
254.2	221.86
254.3	222.03
254.4	222.21
254.5	222.39
254.6	222.57
254.7	222.75
254.8	222.93
254.9	223.1
255	223.28
255.1	223.46
255.2	223.64
255.3	223.82
255.4	224
255.5	224.17
255.6	224.35
255.7	224.53
255.8	224.71
255.9	224.89
256	225.07
256.1	225.24
256.2	225.42
256.3	225.6
256.4	225.78
256.5	225.96
256.6	226.14
256.7	226.31
256.8	226.49
256.9	226.67
257	226.85
257.1	227.03
257.2	227.21
257.3	227.38
257.4	227.56
257.5	227.74
257.6	227.92
257.7	228.1
257.8	228.28
257.9	228.45
258	228.63
258.1	228.81
258.2	228.99
258.3	229.17
258.4	229.35
258.5	229.52
258.6	229.7
258.7	229.88
258.8	230.06
258.9	230.24
259	230.42
259.1	230.59
259.2	230.77
259.3	230.95
259.4	231.13
259.5	231.31
259.6	231.48
259.7	231.66
259.8	231.84
259.9	232.02
260	232.2
260.1	232.38
260.2	232.55
260.3	232.73
260.4	232.91
260.5	233.09
260.6	233.27
260.7	233.45
260.8	233.62
260.9	233.8
261	233.98
261.1	234.16
